pl_name,hostname,default_flag,sy_snum,sy_pnum,discoverymethod,pl_orbper,pl_orbsmax,pl_rade,pl_radj,pl_orbeccen,pl_eqt,st_teff,st_rad,st_mass,habitability_class
Kepler-848 b,Kepler-848,0,1,1,Transit,6.911301,0.07,1.4,0.12489985,0.0,979.0,5894.0,0.99,0.97,Not-Habitable Terrestrial
Kepler-849 b,Kepler-849,0,1,1,Transit,394.6107,1.129,7.8,0.69587059,0.0,316.0,5930.0,1.65,1.231,Not-Habitable Terrestrial
Kepler-849 b,Kepler-849,0,1,1,Transit,394.6244904,1.1084,8.26,0.73690911,0.0,337.0,5858.0,1.886,1.164,Cold Jupiters
Kepler-849 b,Kepler-849,0,1,1,Transit,394.6249514,1.1088,7.79,0.69497845,0.0,325.0,5910.0,1.727,1.164,Not-Habitable Terrestrial
Kepler-849 b,Kepler-849,1,1,1,Transit,394.62508,1.137,8.08167508,0.721,0.078,362.7,5950.0,1.822,1.259,Cold Jupiters
Kepler-849 b,Kepler-849,0,1,1,Transit,394.6244904,1.1084,8.26,0.73690911,0.0,337.0,5858.0,1.886,1.164,Cold Jupiters
Kepler-849 b,Kepler-849,0,1,1,Transit,394.6244904,1.1084,8.26,0.73690911,0.0,337.0,5858.0,1.886,1.164,Cold Jupiters
Kepler-85 b,Kepler-85,0,1,4,Transit,8.3053749,0.0796,2.12,0.18913406,0.0,831.0,5695.0,0.872,0.971,Not-Habitable Terrestrial
Kepler-85 b,Kepler-85,0,1,4,Transit,8.305992,0.079,1.99,0.17753621,0.0,814.0,5666.0,0.84,0.941,Not-Habitable Terrestrial
Kepler-85 b,Kepler-85,0,1,4,Transit,8.3053749,0.0796,2.12,0.18913406,0.0,831.0,5695.0,0.872,0.971,Not-Habitable Terrestrial
Kepler-85 b,Kepler-85,0,1,4,Transit,8.3053749,0.0796,2.12,0.18913406,0.0,831.0,5695.0,0.872,0.971,Not-Habitable Terrestrial
Kepler-85 b,Kepler-85,0,1,4,Transit,8.30537702,0.0766,1.69,0.15077196,0.0,809.0,5435.0,0.873,0.87,Not-Habitable Terrestrial
Kepler-85 c,Kepler-85,0,1,4,Transit,12.51366754,0.1046,1.92,0.17129122,0.0,725.0,5695.0,0.872,0.971,Not-Habitable Terrestrial
Kepler-85 c,Kepler-85,0,1,4,Transit,12.51366754,0.1046,1.92,0.17129122,0.0,725.0,5695.0,0.872,0.971,Not-Habitable Terrestrial
Kepler-85 c,Kepler-85,0,1,4,Transit,12.51366754,0.1046,1.92,0.17129122,0.0,725.0,5695.0,0.872,0.971,Not-Habitable Terrestrial
Kepler-85 c,Kepler-85,0,1,4,Transit,12.51217,0.103,2.2,0.19627119,0.0,712.0,5666.0,0.84,0.941,Not-Habitable Terrestrial
Kepler-85 c,Kepler-85,0,1,4,Transit,12.51353325,0.1007,1.88,0.16772265,0.0,706.0,5435.0,0.873,0.87,Not-Habitable Terrestrial
Kepler-85 d,Kepler-85,0,1,4,Transit,17.91304,0.131,1.56,0.13917412,0.0,632.0,5666.0,0.84,0.941,Not-Habitable Terrestrial
Kepler-85 d,Kepler-85,0,1,4,Transit,17.9133739,0.1328,1.27,0.11330201,0.0,644.0,5695.0,0.872,0.971,Not-Habitable Terrestrial
Kepler-85 d,Kepler-85,0,1,4,Transit,17.9133739,0.1328,1.27,0.11330201,0.0,644.0,5695.0,0.872,0.971,Not-Habitable Terrestrial
Kepler-85 d,Kepler-85,0,1,4,Transit,17.9134215,0.1279,1.39,0.12400771,0.0,626.0,5435.0,0.873,0.87,Not-Habitable Terrestrial
Kepler-85 e,Kepler-85,0,1,4,Transit,25.21767,0.165,1.61,0.14363483,0.0,563.0,5666.0,0.84,0.941,Not-Habitable Terrestrial
Kepler-85 e,Kepler-85,0,1,4,Transit,25.2152875,0.1668,1.21,0.10794916,0.0,574.0,5695.0,0.872,0.971,Not-Habitable Terrestrial
Kepler-85 e,Kepler-85,0,1,4,Transit,25.2152875,0.1668,1.21,0.10794916,0.0,574.0,5695.0,0.872,0.971,Not-Habitable Terrestrial
Kepler-85 e,Kepler-85,0,1,4,Transit,25.2149143,0.1607,1.19,0.10616487,0.0,559.0,5435.0,0.873,0.87,Not-Habitable Terrestrial
Kepler-85 e,Kepler-85,0,1,4,Transit,25.2152875,0.1668,1.21,0.10794916,0.0,574.0,5695.0,0.872,0.971,Not-Habitable Terrestrial
Kepler-850 b,Kepler-850,0,1,1,Transit,7.19303878,0.0744,1.65,0.14720339,0.0,996.0,6185.0,0.991,1.06,Not-Habitable Terrestrial
Kepler-850 b,Kepler-850,0,1,1,Transit,7.19303878,0.0744,1.65,0.14720339,0.0,996.0,6185.0,0.991,1.06,Not-Habitable Terrestrial
Kepler-850 b,Kepler-850,0,1,1,Transit,7.19303878,0.0744,1.65,0.14720339,0.0,996.0,6185.0,0.991,1.06,Not-Habitable Terrestrial
Kepler-850 b,Kepler-850,0,1,1,Transit,7.19294,0.075,1.63,0.14541911,0.0,996.0,6186.0,1.0,1.09,Not-Habitable Terrestrial
Kepler-850 b,Kepler-850,0,1,1,Transit,7.19304935,0.0744,1.59,0.14185054,0.0,995.0,6185.0,0.991,1.06,Not-Habitable Terrestrial
Kepler-851 b,Kepler-851,0,1,1,Transit,8.50699658,0.0802,1.92,0.17129122,0.0,900.0,5822.0,0.986,0.951,Not-Habitable Terrestrial
Kepler-851 b,Kepler-851,0,1,1,Transit,8.50699658,0.0802,1.92,0.17129122,0.0,900.0,5822.0,0.986,0.951,Not-Habitable Terrestrial
Kepler-851 b,Kepler-851,0,1,1,Transit,8.50699658,0.0802,1.92,0.17129122,0.0,900.0,5822.0,0.986,0.951,Not-Habitable Terrestrial
Kepler-851 b,Kepler-851,0,1,1,Transit,8.50691,0.08,1.69,0.15077196,0.0,895.0,5803.0,0.98,0.94,Not-Habitable Terrestrial
Kepler-851 b,Kepler-851,0,1,1,Transit,8.50698069,0.0802,1.9,0.16950694,0.0,900.0,5822.0,0.986,0.951,Not-Habitable Terrestrial
Kepler-852 b,Kepler-852,0,1,1,Transit,44.9306706,0.2654,2.49,0.2221433,0.0,565.0,6121.0,1.164,1.233,Not-Habitable Terrestrial
Kepler-852 b,Kepler-852,0,1,1,Transit,44.9309804,0.2492,2.78,0.24801541,0.0,628.0,6354.0,1.25,1.019,Not-Habitable Terrestrial
Kepler-852 b,Kepler-852,0,1,1,Transit,44.93128,0.261,3.5,0.31224962,0.0,645.0,6374.0,1.38,1.18,Not-Habitable Terrestrial
Kepler-852 b,Kepler-852,0,1,1,Transit,44.9309804,0.2492,2.78,0.24801541,0.0,628.0,6354.0,1.25,1.019,Not-Habitable Terrestrial
Kepler-852 b,Kepler-852,0,1,1,Transit,44.9309804,0.2492,2.78,0.24801541,0.0,628.0,6354.0,1.25,1.019,Not-Habitable Terrestrial
Kepler-853 b,Kepler-853,0,1,1,Transit,7.16892463,0.0777,1.25,0.11151772,0.0,1070.0,6343.0,1.137,1.213,Not-Habitable Terrestrial
Kepler-853 b,Kepler-853,0,1,1,Transit,7.168879,0.078,1.28,0.11419415,0.0,1077.0,6182.0,1.22,1.21,Not-Habitable Terrestrial
Kepler-853 b,Kepler-853,0,1,1,Transit,7.16893064,0.0779,1.61,0.14363483,0.0,1187.0,6221.0,1.458,1.225,Not-Habitable Terrestrial
Kepler-853 b,Kepler-853,0,1,1,Transit,7.16892463,0.0777,1.25,0.11151772,0.0,1070.0,6343.0,1.137,1.213,Not-Habitable Terrestrial
Kepler-853 b,Kepler-853,0,1,1,Transit,7.16892463,0.0777,1.25,0.11151772,0.0,1070.0,6343.0,1.137,1.213,Not-Habitable Terrestrial
Kepler-855 b,Kepler-855,0,1,1,Transit,7.886632,0.08,9.4,0.83861327,0.0,960.0,5604.0,1.21,1.08,Hot Jupiters
Kepler-855 b,Kepler-855,0,1,1,Transit,7.886631104,0.0762,9.23,0.82344686,0.0,995.0,5847.0,1.135,0.946,Hot Jupiters
Kepler-855 b,Kepler-855,0,1,1,Transit,7.886632468,0.0762,8.99,0.80203546,0.0,996.0,5847.0,1.135,0.946,Hot Jupiters
Kepler-855 b,Kepler-855,0,1,1,Transit,7.886631104,0.0762,9.23,0.82344686,0.0,995.0,5847.0,1.135,0.946,Hot Jupiters
Kepler-855 b,Kepler-855,0,1,1,Transit,7.886631104,0.0762,9.23,0.82344686,0.0,995.0,5847.0,1.135,0.946,Hot Jupiters
Kepler-856 b,Kepler-856,0,1,1,Transit,8.027681123,0.0787,8.43,0.75207552,0.0,824.0,5569.0,0.887,1.009,Hot Jupiters
Kepler-856 b,Kepler-856,0,1,1,Transit,8.027680595,0.0787,8.89,0.79311404,0.0,825.0,5569.0,0.887,1.009,Hot Jupiters
Kepler-856 b,Kepler-856,0,1,1,Transit,8.027680595,0.0787,8.89,0.79311404,0.0,825.0,5569.0,0.887,1.009,Hot Jupiters
Kepler-856 b,Kepler-856,0,1,1,Transit,8.027680595,0.0787,8.89,0.79311404,0.0,825.0,5569.0,0.887,1.009,Hot Jupiters
Kepler-856 b,Kepler-856,0,1,1,Transit,8.0276729,0.078,7.4,0.66018492,0.0,761.0,5364.0,0.81,0.98,Not-Habitable Terrestrial
Kepler-857 b,Kepler-857,0,1,1,Transit,85.35129427,0.3629,5.56,0.49603083,0.0,370.0,5635.0,0.804,0.876,Not-Habitable Terrestrial
Kepler-857 b,Kepler-857,0,1,1,Transit,85.35129427,0.3629,5.56,0.49603083,0.0,370.0,5635.0,0.804,0.876,Not-Habitable Terrestrial
Kepler-857 b,Kepler-857,0,1,1,Transit,85.35172,0.371,6.1,0.54420649,0.0,372.0,5638.0,0.83,0.935,Not-Habitable Terrestrial
Kepler-857 b,Kepler-857,0,1,1,Transit,85.35129427,0.3629,5.56,0.49603083,0.0,370.0,5635.0,0.804,0.876,Not-Habitable Terrestrial
Kepler-857 b,Kepler-857,0,1,1,Transit,85.3514875,0.3751,6.31,0.56294146,0.0,390.0,5584.0,0.938,0.966,Not-Habitable Terrestrial
Kepler-858 b,Kepler-858,0,1,1,Transit,76.13622222,0.3403,4.78,0.42644377,0.0,399.0,5591.0,0.892,0.904,Not-Habitable Terrestrial
Kepler-858 b,Kepler-858,0,1,1,Transit,76.13602028,0.3355,5.41,0.4826487,0.0,425.0,5565.0,1.006,0.868,Not-Habitable Terrestrial
Kepler-858 b,Kepler-858,0,1,1,Transit,76.13354,0.342,5.26,0.46926658,0.0,410.0,5493.0,0.982,0.918,Not-Habitable Terrestrial
Kepler-858 b,Kepler-858,0,1,1,Transit,76.13602028,0.3355,5.41,0.4826487,0.0,425.0,5565.0,1.006,0.868,Not-Habitable Terrestrial
Kepler-858 b,Kepler-858,0,1,1,Transit,76.13602028,0.3355,5.41,0.4826487,0.0,425.0,5565.0,1.006,0.868,Not-Habitable Terrestrial
Kepler-859 b,Kepler-859,0,1,1,Transit,20.38174802,0.1345,3.16,0.2819168,0.0,528.0,4883.0,0.808,0.779,Not-Habitable Terrestrial
Kepler-859 b,Kepler-859,0,1,1,Transit,20.38164,0.135,2.7,0.24087828,0.0,511.0,5097.0,0.7,0.795,Not-Habitable Terrestrial
Kepler-859 b,Kepler-859,0,1,1,Transit,20.38177573,0.1343,2.87,0.25604469,0.0,519.0,5100.0,0.714,0.785,Not-Habitable Terrestrial
Kepler-859 b,Kepler-859,0,1,1,Transit,20.38177573,0.1343,2.87,0.25604469,0.0,519.0,5100.0,0.714,0.785,Not-Habitable Terrestrial
Kepler-859 b,Kepler-859,0,1,1,Transit,20.38177573,0.1343,2.87,0.25604469,0.0,519.0,5100.0,0.714,0.785,Not-Habitable Terrestrial
Kepler-860 b,Kepler-860,0,1,1,Transit,5.101379454,0.058,2.91,0.25961326,0.0,1050.0,5869.0,0.954,1.001,Not-Habitable Terrestrial
Kepler-860 b,Kepler-860,0,1,1,Transit,5.101375725,0.058,2.84,0.25336827,0.0,1050.0,5869.0,0.954,1.001,Not-Habitable Terrestrial
Kepler-860 b,Kepler-860,0,1,1,Transit,5.101379454,0.058,2.91,0.25961326,0.0,1050.0,5869.0,0.954,1.001,Not-Habitable Terrestrial
Kepler-860 b,Kepler-860,0,1,1,Transit,5.101379454,0.058,2.91,0.25961326,0.0,1050.0,5869.0,0.954,1.001,Not-Habitable Terrestrial
Kepler-860 b,Kepler-860,0,1,1,Transit,5.10137,0.059,3.2,0.28548537,0.0,1013.0,5620.0,0.99,1.05,Not-Habitable Terrestrial
Kepler-861 b,Kepler-861,0,1,1,Transit,3.949631375,0.0463,2.43,0.21679045,0.0,966.0,5155.0,0.836,0.849,Not-Habitable Terrestrial
Kepler-861 b,Kepler-861,0,1,1,Transit,3.949627144,0.0463,2.32,0.20697689,0.0,966.0,5155.0,0.836,0.849,Not-Habitable Terrestrial
Kepler-861 b,Kepler-861,0,1,1,Transit,3.949633,0.044,2.1,0.18734977,0.0,927.0,5078.0,0.75,0.747,Not-Habitable Terrestrial
Kepler-861 b,Kepler-861,0,1,1,Transit,3.949631375,0.0463,2.43,0.21679045,0.0,966.0,5155.0,0.836,0.849,Not-Habitable Terrestrial
Kepler-861 b,Kepler-861,0,1,1,Transit,3.949631375,0.0463,2.43,0.21679045,0.0,966.0,5155.0,0.836,0.849,Not-Habitable Terrestrial
Kepler-862 b,Kepler-862,0,1,1,Transit,3.148679,0.042,2.54,0.22660401,0.0,1103.0,5059.0,1.03,0.97,Not-Habitable Terrestrial
Kepler-862 b,Kepler-862,0,1,1,Transit,3.148664534,0.039,2.27,0.20251618,0.0,1097.0,5258.0,0.873,0.797,Not-Habitable Terrestrial
Kepler-862 b,Kepler-862,0,1,1,Transit,3.148661555,0.039,2.15,0.19181048,0.0,1097.0,5258.0,0.873,0.797,Not-Habitable Terrestrial
Kepler-862 b,Kepler-862,0,1,1,Transit,3.148664534,0.039,2.27,0.20251618,0.0,1097.0,5258.0,0.873,0.797,Not-Habitable Terrestrial
Kepler-862 b,Kepler-862,0,1,1,Transit,3.148664534,0.039,2.27,0.20251618,0.0,1097.0,5258.0,0.873,0.797,Not-Habitable Terrestrial
Kepler-863 b,Kepler-863,0,1,1,Transit,15.59461874,0.122,2.87,0.25604469,0.0,718.0,5900.0,0.929,0.995,Not-Habitable Terrestrial
Kepler-863 b,Kepler-863,0,1,1,Transit,15.59466045,0.122,2.74,0.24444685,0.0,718.0,5900.0,0.929,0.995,Not-Habitable Terrestrial
Kepler-863 b,Kepler-863,0,1,1,Transit,15.59461874,0.122,2.87,0.25604469,0.0,718.0,5900.0,0.929,0.995,Not-Habitable Terrestrial
Kepler-863 b,Kepler-863,0,1,1,Transit,15.59461874,0.122,2.87,0.25604469,0.0,718.0,5900.0,0.929,0.995,Not-Habitable Terrestrial
Kepler-863 b,Kepler-863,0,1,1,Transit,15.5949,0.122,2.8,0.2497997,0.0,713.0,5880.0,0.92,0.99,Not-Habitable Terrestrial
Kepler-864 b,Kepler-864,0,1,2,Transit,5.833734,0.064,2.15,0.19181048,0.0,1024.0,6034.0,0.95,1.05,Not-Habitable Terrestrial
Kepler-864 b,Kepler-864,0,1,2,Transit,5.83376092,0.0686,2.81,0.25069184,0.0,1139.0,6198.0,1.19,1.264,Not-Habitable Terrestrial
Kepler-864 b,Kepler-864,0,1,2,Transit,5.83376197,0.0687,2.98,0.26585825,0.0,1143.0,6213.0,1.195,1.27,Not-Habitable Terrestrial
Kepler-864 b,Kepler-864,0,1,2,Transit,5.83376092,0.0686,2.81,0.25069184,0.0,1139.0,6198.0,1.19,1.264,Not-Habitable Terrestrial
Kepler-864 b,Kepler-864,0,1,2,Transit,5.83376092,0.0686,2.81,0.25069184,0.0,1139.0,6198.0,1.19,1.264,Not-Habitable Terrestrial
Kepler-864 c,Kepler-864,1,1,2,Transit,2.42150341,0.0382,1.62,0.14452697,0.0,1532.0,6213.0,1.195,1.27,Not-Habitable Terrestrial
Kepler-864 c,Kepler-864,0,1,2,Transit,2.421496,0.036,1.35,0.12043914,0.0,1366.0,6034.0,0.95,1.05,Not-Habitable Terrestrial
Kepler-865 b,Kepler-865,0,1,2,Transit,14.16399294,0.1057,2.42,0.21589831,0.0,694.0,5440.0,0.885,0.782,Not-Habitable Terrestrial
Kepler-865 b,Kepler-865,0,1,2,Transit,14.16399294,0.1057,2.42,0.21589831,0.0,694.0,5440.0,0.885,0.782,Not-Habitable Terrestrial
Kepler-865 b,Kepler-865,0,1,2,Transit,14.16399294,0.1057,2.42,0.21589831,0.0,694.0,5440.0,0.885,0.782,Not-Habitable Terrestrial
Kepler-865 b,Kepler-865,0,1,2,Transit,14.163994,0.107,2.5,0.22303545,0.0,705.0,5438.0,0.92,0.822,Not-Habitable Terrestrial
Kepler-865 b,Kepler-865,0,1,2,Transit,14.16400071,0.1057,2.35,0.20965332,0.0,694.0,5440.0,0.885,0.782,Not-Habitable Terrestrial
Kepler-865 c,Kepler-865,0,1,2,Transit,6.20925415,0.061,0.9,0.08029276,0.0,914.0,5440.0,0.885,0.782,Not-Habitable Terrestrial
Kepler-865 c,Kepler-865,0,1,2,Transit,6.20925415,0.061,0.9,0.08029276,0.0,914.0,5440.0,0.885,0.782,Not-Habitable Terrestrial
Kepler-865 c,Kepler-865,0,1,2,Transit,6.20925415,0.061,0.9,0.08029276,0.0,914.0,5440.0,0.885,0.782,Not-Habitable Terrestrial
Kepler-865 c,Kepler-865,0,1,2,Transit,6.20934,0.062,0.95,0.08475347,0.0,926.0,5438.0,0.92,0.822,Not-Habitable Terrestrial
Kepler-865 c,Kepler-865,1,1,2,Transit,6.20920207,0.061,0.89,0.07940062,0.0,914.0,5440.0,0.885,0.782,Not-Habitable Terrestrial
Kepler-866 b,Kepler-866,0,1,1,Transit,2.617032536,0.0331,1.66,0.14809554,0.0,997.0,4831.0,0.724,0.706,Not-Habitable Terrestrial
Kepler-866 b,Kepler-866,0,1,1,Transit,2.617032536,0.0331,1.66,0.14809554,0.0,997.0,4831.0,0.724,0.706,Not-Habitable Terrestrial
Kepler-866 b,Kepler-866,0,1,1,Transit,2.617028373,0.0331,1.57,0.14006626,0.0,996.0,4831.0,0.724,0.706,Not-Habitable Terrestrial
Kepler-866 b,Kepler-866,0,1,1,Transit,2.617056,0.033,1.4,0.12489985,0.0,962.0,4819.0,0.68,0.694,Not-Habitable Terrestrial
Kepler-866 b,Kepler-866,0,1,1,Transit,2.617032536,0.0331,1.66,0.14809554,0.0,997.0,4831.0,0.724,0.706,Not-Habitable Terrestrial
Kepler-867 b,Kepler-867,0,1,1,Transit,150.242127,0.5154,3.79,0.33812173,0.0,291.0,5514.0,0.739,0.807,Not-Habitable Terrestrial
Kepler-867 b,Kepler-867,0,1,1,Transit,150.2413,0.537,3.97,0.35418029,0.0,302.0,5573.0,0.81,0.916,Not-Habitable Terrestrial
Kepler-867 b,Kepler-867,0,1,1,Transit,150.242127,0.5154,3.79,0.33812173,0.0,291.0,5514.0,0.739,0.807,Not-Habitable Terrestrial
Kepler-867 b,Kepler-867,0,1,1,Transit,150.242127,0.5154,3.79,0.33812173,0.0,291.0,5514.0,0.739,0.807,Not-Habitable Terrestrial
Kepler-867 b,Kepler-867,0,1,1,Transit,150.2412582,0.5375,4.6,0.41038522,0.0,327.0,5604.0,0.943,0.916,Not-Habitable Terrestrial
Kepler-868 b,Kepler-868,0,1,1,Transit,5.03251791,0.0575,2.04,0.18199692,0.0,1046.0,5970.0,0.908,0.996,Not-Habitable Terrestrial
Kepler-868 b,Kepler-868,0,1,1,Transit,5.03251791,0.0575,2.04,0.18199692,0.0,1046.0,5970.0,0.908,0.996,Not-Habitable Terrestrial
Kepler-868 b,Kepler-868,0,1,1,Transit,5.03251791,0.0575,2.04,0.18199692,0.0,1046.0,5970.0,0.908,0.996,Not-Habitable Terrestrial
Kepler-868 b,Kepler-868,0,1,1,Transit,5.03257009,0.0575,2.53,0.22571187,0.0,1047.0,5970.0,0.908,0.996,Not-Habitable Terrestrial
Kepler-868 b,Kepler-868,0,1,1,Transit,5.032589,0.058,2.22,0.19805548,0.0,1050.0,5963.0,0.93,1.023,Not-Habitable Terrestrial
Kepler-869 b,Kepler-869,0,1,1,Transit,40.4287755,0.2241,3.25,0.28994608,0.0,496.0,5812.0,0.838,0.917,Not-Habitable Terrestrial
Kepler-869 b,Kepler-869,0,1,1,Transit,40.4287755,0.2241,3.25,0.28994608,0.0,496.0,5812.0,0.838,0.917,Not-Habitable Terrestrial
Kepler-869 b,Kepler-869,0,1,1,Transit,40.4286676,0.2244,2.92,0.2605054,0.0,494.0,5813.0,0.833,0.925,Not-Habitable Terrestrial
Kepler-869 b,Kepler-869,0,1,1,Transit,40.42805,0.23,3.1,0.27656395,0.0,503.0,5831.0,0.88,0.987,Not-Habitable Terrestrial
Kepler-869 b,Kepler-869,0,1,1,Transit,40.4287755,0.2241,3.25,0.28994608,0.0,496.0,5812.0,0.838,0.917,Not-Habitable Terrestrial
Kepler-87 b,Kepler-87,0,1,2,Transit,114.7363519,0.4589,9.51,0.84842683,0.0,444.0,5991.0,1.293,0.977,Cold Jupiters
Kepler-87 b,Kepler-87,0,1,2,Transit,114.7363519,0.4589,9.51,0.84842683,0.0,444.0,5991.0,1.293,0.977,Cold Jupiters
Kepler-87 b,Kepler-87,0,1,2,Transit,114.7363519,0.4589,9.51,0.84842683,0.0,444.0,5991.0,1.293,0.977,Cold Jupiters
Kepler-87 b,Kepler-87,0,1,2,Transit,114.73653,0.455,6.2,0.5531279,0.0,345.0,5723.0,0.85,0.956,Not-Habitable Terrestrial
Kepler-87 b,Kepler-87,1,1,2,Transit,114.73635,0.481,13.49,1.204,0.036,478.0,5600.0,1.82,1.1,Cold Jupiters
Kepler-87 b,Kepler-87,0,1,2,Transit,114.73658,0.4572,12.28,1.09555011,0.0,476.0,5597.0,1.699,0.969,Cold Jupiters
Kepler-87 c,Kepler-87,0,1,2,Transit,573.95023,1.3423,4.96,0.44250232,0.0,259.0,5991.0,1.293,0.977,Not-Habitable Terrestrial
Kepler-87 c,Kepler-87,0,1,2,Transit,573.96,1.332,3.2,0.28548537,0.0,202.0,5723.0,0.85,0.956,Not-Habitable Terrestrial
Kepler-87 c,Kepler-87,0,1,2,Transit,573.95023,1.3423,4.96,0.44250232,0.0,259.0,5991.0,1.293,0.977,Not-Habitable Terrestrial
Kepler-87 c,Kepler-87,0,1,2,Transit,573.95023,1.3423,4.96,0.44250232,0.0,259.0,5991.0,1.293,0.977,Not-Habitable Terrestrial
Kepler-87 c,Kepler-87,1,1,2,Transit,191.2318,0.676,6.14,0.548,0.039,403.0,5600.0,1.82,1.1,Not-Habitable Terrestrial
Kepler-87 c,Kepler-87,0,1,2,Transit,191.239133,0.6428,6.47,0.57721573,0.0,401.0,5597.0,1.699,0.969,Not-Habitable Terrestrial
Kepler-870 b,Kepler-870,0,1,1,Transit,21.35913,0.155,2.8,0.2497997,0.0,689.0,6150.0,1.0,1.09,Not-Habitable Terrestrial
Kepler-870 b,Kepler-870,0,1,1,Transit,21.3587621,0.1539,2.67,0.23820186,0.0,691.0,6170.0,0.992,1.063,Not-Habitable Terrestrial
Kepler-870 b,Kepler-870,0,1,1,Transit,21.3587621,0.1539,2.67,0.23820186,0.0,691.0,6170.0,0.992,1.063,Not-Habitable Terrestrial
Kepler-870 b,Kepler-870,0,1,1,Transit,21.3587621,0.1539,2.67,0.23820186,0.0,691.0,6170.0,0.992,1.063,Not-Habitable Terrestrial
Kepler-870 b,Kepler-870,0,1,1,Transit,21.3588236,0.1539,2.52,0.22481973,0.0,691.0,6170.0,0.992,1.063,Not-Habitable Terrestrial
Kepler-871 b,Kepler-871,0,1,1,Transit,22.0459163,0.1572,3.05,0.27210324,0.0,640.0,5900.0,0.951,1.065,Not-Habitable Terrestrial
Kepler-871 b,Kepler-871,0,1,1,Transit,22.0459018,0.1572,3.14,0.28013252,0.0,640.0,5900.0,0.951,1.065,Not-Habitable Terrestrial
Kepler-871 b,Kepler-871,0,1,1,Transit,22.0459018,0.1572,3.14,0.28013252,0.0,640.0,5900.0,0.951,1.065,Not-Habitable Terrestrial
Kepler-871 b,Kepler-871,0,1,1,Transit,22.0459018,0.1572,3.14,0.28013252,0.0,640.0,5900.0,0.951,1.065,Not-Habitable Terrestrial
Kepler-871 b,Kepler-871,0,1,1,Transit,22.04579,0.154,3.01,0.26853468,0.0,624.0,5880.0,0.89,0.998,Not-Habitable Terrestrial
Kepler-872 b,Kepler-872,0,1,1,Transit,2.578878,0.036,1.74,0.15523267,0.0,1231.0,5731.0,0.85,0.958,Not-Habitable Terrestrial
Kepler-872 b,Kepler-872,0,1,1,Transit,2.578855068,0.0362,1.6,0.14274268,0.0,1232.0,5751.0,0.854,0.945,Not-Habitable Terrestrial
Kepler-872 b,Kepler-872,0,1,1,Transit,2.578855068,0.0362,1.6,0.14274268,0.0,1232.0,5751.0,0.854,0.945,Not-Habitable Terrestrial
Kepler-872 b,Kepler-872,0,1,1,Transit,2.578852119,0.0362,1.63,0.14541911,0.0,1230.0,5743.0,0.853,0.949,Not-Habitable Terrestrial
Kepler-872 b,Kepler-872,0,1,1,Transit,2.578855068,0.0362,1.6,0.14274268,0.0,1232.0,5751.0,0.854,0.945,Not-Habitable Terrestrial
Kepler-873 b,Kepler-873,0,1,1,Transit,20.5533844,0.1568,3.32,0.29619107,0.0,753.0,6343.0,1.137,1.213,Not-Habitable Terrestrial
Kepler-873 b,Kepler-873,0,1,1,Transit,20.55331441,0.1542,3.19,0.28459323,0.0,749.0,6325.0,1.112,1.157,Not-Habitable Terrestrial
Kepler-873 b,Kepler-873,0,1,1,Transit,20.55341,0.154,3.0,0.26764253,0.0,733.0,6314.0,1.07,1.14,Not-Habitable Terrestrial
Kepler-873 b,Kepler-873,0,1,1,Transit,20.5533844,0.1568,3.32,0.29619107,0.0,753.0,6343.0,1.137,1.213,Not-Habitable Terrestrial
Kepler-873 b,Kepler-873,0,1,1,Transit,20.5533844,0.1568,3.32,0.29619107,0.0,753.0,6343.0,1.137,1.213,Not-Habitable Terrestrial
Kepler-874 b,Kepler-874,0,1,1,Transit,40.0686727,0.2234,3.41,0.30422035,0.0,560.0,6026.0,0.992,0.924,Not-Habitable Terrestrial
Kepler-874 b,Kepler-874,0,1,1,Transit,40.0686727,0.2234,3.41,0.30422035,0.0,560.0,6026.0,0.992,0.924,Not-Habitable Terrestrial
Kepler-874 b,Kepler-874,0,1,1,Transit,40.0686713,0.2234,3.1,0.27656395,0.0,560.0,6026.0,0.992,0.924,Not-Habitable Terrestrial
Kepler-874 b,Kepler-874,0,1,1,Transit,40.0686727,0.2234,3.41,0.30422035,0.0,560.0,6026.0,0.992,0.924,Not-Habitable Terrestrial
Kepler-874 b,Kepler-874,0,1,1,Transit,40.06841,0.232,3.2,0.28548537,0.0,562.0,6061.0,1.03,1.04,Not-Habitable Terrestrial
Kepler-875 b,Kepler-875,0,1,1,Transit,27.50655,0.177,2.0,0.17842836,0.0,562.0,5771.0,0.86,0.97,Not-Habitable Terrestrial
Kepler-875 b,Kepler-875,0,1,1,Transit,27.5071114,0.1771,2.58,0.23017258,0.0,569.0,5783.0,0.88,0.977,Not-Habitable Terrestrial
Kepler-875 b,Kepler-875,0,1,1,Transit,27.5073799,0.1771,2.28,0.20340833,0.0,569.0,5783.0,0.88,0.977,Not-Habitable Terrestrial
Kepler-875 b,Kepler-875,0,1,1,Transit,27.5073799,0.1771,2.28,0.20340833,0.0,569.0,5783.0,0.88,0.977,Not-Habitable Terrestrial
Kepler-875 b,Kepler-875,0,1,1,Transit,27.5073799,0.1771,2.28,0.20340833,0.0,569.0,5783.0,0.88,0.977,Not-Habitable Terrestrial
Kepler-876 b,Kepler-876,0,1,1,Transit,5.1443645,0.0549,1.55,0.13828198,0.0,923.0,5157.0,0.904,0.83,Not-Habitable Terrestrial
