pl_name,hostname,default_flag,sy_snum,sy_pnum,discoverymethod,pl_orbper,pl_orbsmax,pl_rade,pl_radj,pl_orbeccen,pl_eqt,st_teff,st_rad,st_mass,habitability_class
55 Cnc e,55 Cnc,0,2,5,Radial Velocity,0.7365437,0.01544,2.08,0.18556517,0.061,1958.0,5234.0,0.943,0.905,Not-Habitable Terrestrial
AU Mic b,AU Mic,0,1,3,Transit,8.463,0.0645,4.07,0.3631017,0.0,593.0,3700.0,0.75,0.5,Not-Habitable Terrestrial
AU Mic b,AU Mic,1,1,3,Transit,8.46308,0.0649,3.95677019,0.353,0.00577,600.0,3678.0,0.744,0.51,Not-Habitable Terrestrial
AU Mic c,AU Mic,0,1,3,Transit,18.859019,0.1101,3.24,0.28905394,0.0,454.0,3700.0,0.75,0.5,Not-Habitable Terrestrial
AU Mic c,AU Mic,1,1,3,Transit,18.85969,0.1108,2.52202066,0.225,0.00338,459.0,3678.0,0.744,0.51,Not-Habitable Terrestrial
BD+20 594 b,BD+20 594,0,1,1,Transit,41.6855,0.241,2.23,0.19894727,0.0,546.0,5766.0,0.928,0.961,Not-Habitable Terrestrial
BD-14 3065 b,BD-14 3065 A,1,3,1,Transit,4.2889731,0.0656,21.59,1.926,0.066,2001.0,6935.0,2.35,1.41,Hot Jupiters
CoRoT-1 b,CoRoT-1,0,1,1,Transit,1.508976552,0.0259,15.91678,1.42,0.071,1834.0,5950.0,,,Hot Jupiters
CoRoT-1 b,CoRoT-1,0,1,1,Transit,1.5089686,0.02536,17.385159,1.551,,1915.0,5950.0,1.131,0.95,Hot Jupiters
CoRoT-10 b,CoRoT-10,1,1,1,Transit,13.2406,0.1055,10.87,0.97,0.53,600.0,5075.0,0.79,0.89,Hot Jupiters
CoRoT-10 b,CoRoT-10,0,1,1,Transit,13.2406,0.106,10.547669,0.941,,647.0,5075.0,0.743,0.904,Hot Jupiters
CoRoT-11 b,CoRoT-11,0,1,1,Transit,2.99433,0.044,15.984034,1.426,,1735.0,6440.0,1.374,1.26,Hot Jupiters
CoRoT-11 b,CoRoT-11,0,1,1,Transit,2.994325,0.04351,15.58051,1.39,0.0,1715.0,,1.33,1.23,Hot Jupiters
CoRoT-11 b,CoRoT-11,1,1,1,Transit,2.99433,0.0436,16.03,1.43,0.0,1657.0,6440.0,1.37,1.27,Hot Jupiters
CoRoT-12 b,CoRoT-12,0,1,1,Transit,2.82805268,0.0392,15.064896,1.344,,1417.0,,1.049,1.0,Hot Jupiters
CoRoT-12 b,CoRoT-12,0,1,1,Transit,2.828042,0.0394,15.13215,1.35,,1410.0,5675.0,1.046,1.018,Hot Jupiters
CoRoT-12 b,CoRoT-12,1,1,1,Transit,2.828042,0.04016,16.14,1.44,0.07,1442.0,5675.0,1.116,1.078,Hot Jupiters
CoRoT-13 b,CoRoT-13,0,1,1,Transit,4.03519,0.051,14.033668,1.252,,1432.0,5945.0,1.274,1.086,Hot Jupiters
CoRoT-13 b,CoRoT-13,1,1,1,Transit,4.03519,0.051,9.92,0.885,0.0,1700.0,5945.0,1.01,1.09,Hot Jupiters
CoRoT-14 b,CoRoT-14,0,1,1,Transit,1.51214,0.02687,11.410762,1.018,,1936.0,6035.0,1.19,1.125,Hot Jupiters
CoRoT-14 b,CoRoT-14,1,1,1,Transit,1.51214,0.027,12.22,1.09,0.0,1952.0,6035.0,1.21,1.13,Hot Jupiters
CoRoT-17 b,CoRoT-17,1,1,1,Transit,3.7681,0.0461,11.43,1.02,0.0,1626.0,5740.0,1.59,1.04,Hot Jupiters
CoRoT-17 b,CoRoT-17,0,1,1,Transit,3.7681,0.0481,11.287463,1.007,,1610.0,5740.0,1.62,1.043,Hot Jupiters
CoRoT-18 b,CoRoT-18,1,1,1,Transit,1.9000693,0.0295,14.68,1.31,0.08,1550.0,5440.0,1.0,0.95,Hot Jupiters
CoRoT-18 b,CoRoT-18,0,1,1,Transit,1.9000693,0.0286,14.022459,1.251,,1490.0,5440.0,0.924,0.861,Hot Jupiters
CoRoT-18 b,CoRoT-18,0,1,1,Transit,1.90009,0.0288,12.845514,1.146,,1487.0,,0.883,0.88,Hot Jupiters
CoRoT-19 b,CoRoT-19,1,1,1,Transit,3.89713,0.0518,14.46,1.29,0.047,2000.0,6090.0,1.65,1.21,Hot Jupiters
CoRoT-19 b,CoRoT-19,0,1,1,Transit,3.89713,0.0512,13.33871,1.19,,1630.0,6090.0,1.576,1.181,Hot Jupiters
CoRoT-2 b,CoRoT-2,0,2,1,Transit,1.7429935,0.02835,16.36514,1.46,,1521.0,5598.0,0.901,0.997,Hot Jupiters
CoRoT-2 b,CoRoT-2,0,2,1,Transit,1.7429935,0.02854,16.47723,1.47,,1548.0,5696.0,0.907,1.018,Hot Jupiters
CoRoT-20 b,CoRoT-20,0,1,2,Transit,9.24285,0.0892,13.00244,1.16,,1100.0,5880.0,1.34,1.11,Hot Jupiters
CoRoT-20 b,CoRoT-20,0,1,2,Transit,9.24285,0.0902,9.42,0.84,0.562,1002.0,5880.0,1.02,1.14,Hot Jupiters
CoRoT-20 b,CoRoT-20,0,1,2,Transit,9.24318,0.0891,11.209,1.0,,1024.0,,1.16,1.1,Hot Jupiters
CoRoT-22 b,CoRoT-22,1,1,1,Transit,9.75598,0.092,4.88,0.435,0.077,885.0,5939.0,1.136,1.099,Not-Habitable Terrestrial
CoRoT-23 b,CoRoT-23,0,1,1,Transit,3.6313,0.04809,13.22662,1.18,,1710.0,5900.0,1.74,1.122,Hot Jupiters
CoRoT-23 b,CoRoT-23,1,1,1,Transit,3.6313,0.048,11.77,1.05,0.16,1660.0,5900.0,1.61,1.14,Hot Jupiters
CoRoT-24 b,CoRoT-24,1,1,2,Transit,5.1134,0.056,3.7,0.33,0.0,1070.0,4950.0,0.86,0.91,Not-Habitable Terrestrial
CoRoT-24 c,CoRoT-24,1,1,2,Transit,11.759,0.098,5.0,0.44,0.0,850.0,4950.0,0.86,0.91,Not-Habitable Terrestrial
CoRoT-25 b,CoRoT-25,1,1,1,Transit,4.86069,0.0578,12.11,1.08,0.0,1330.0,6040.0,1.19,1.09,Hot Jupiters
CoRoT-26 b,CoRoT-26,1,1,1,Transit,4.20474,0.0526,14.12,1.26,0.0,1600.0,5590.0,1.79,1.09,Hot Jupiters
CoRoT-27 b,CoRoT-27,1,1,1,Transit,3.57532,0.0476,11.287,1.007,0.065,1500.0,5900.0,1.08,1.05,Hot Jupiters
CoRoT-3 b,CoRoT-3,0,1,1,Transit,4.2567994,0.05783,11.623733,1.037,,1695.0,6740.0,1.575,1.403,Hot Jupiters
CoRoT-35 b,CoRoT-35,1,1,1,Transit,3.22748,0.0429,18.83108758,1.68,0.0,1747.0,6390.0,1.65,1.01,Hot Jupiters
CoRoT-36 b,CoRoT-36,1,1,1,Transit,5.616531,0.066,15.80466279,1.41,0.0,1567.0,6730.0,1.52,1.32,Hot Jupiters
CoRoT-4 b,CoRoT-4,1,1,1,Transit,9.20205,0.09,13.34,1.19,0.0,1074.0,6190.0,1.17,1.16,Hot Jupiters
CoRoT-4 b,CoRoT-4,0,1,1,Transit,9.20205,0.0912,13.00244,1.16,,1058.0,6190.0,1.1475,1.194,Hot Jupiters
CoRoT-5 b,CoRoT-5,0,1,1,Transit,4.0379156,0.0495,14.078504,1.256,,1397.0,,1.115,0.99,Hot Jupiters
CoRoT-5 b,CoRoT-5,1,1,1,Transit,4.0378962,0.04947,15.558,1.388,0.09,1438.0,6100.0,1.186,1.0,Hot Jupiters
CoRoT-5 b,CoRoT-5,0,1,1,Transit,4.0378962,0.05004,13.249038,1.182,,1348.0,6100.0,1.0516,1.025,Hot Jupiters
CoRoT-6 b,CoRoT-6,0,1,1,Transit,8.886593,0.0855,13.282665,1.185,,1025.0,6090.0,1.043,1.054,Hot Jupiters
CoRoT-6 b,CoRoT-6,1,1,1,Transit,8.886593,0.0855,13.068,1.166,0.1,1017.0,6090.0,1.025,1.05,Hot Jupiters
CoRoT-7 b,CoRoT-7,0,1,3,Transit,0.853585,0.0169,1.860694,0.166,,1910.0,5250.0,0.96,0.884,Not-Habitable Terrestrial
CoRoT-7 b,CoRoT-7,0,1,3,Transit,0.85359159,0.017016,1.585,0.141,0.0,1756.0,5259.0,0.82,0.913,Not-Habitable Terrestrial
CoRoT-8 b,CoRoT-8,0,1,1,Transit,6.21229,0.0633,7.980808,0.712,,922.0,5080.0,0.898,0.878,Not-Habitable Terrestrial
CoRoT-8 b,CoRoT-8,0,1,1,Transit,6.212445,0.0636,6.938371,0.619,,870.0,,0.802,0.89,Not-Habitable Terrestrial
CoRoT-9 b,CoRoT-9,0,2,1,Transit,95.2738,0.4027,11.623733,1.037,,413.0,5625.0,0.938,0.96,Cold Jupiters
CoRoT-9 b,CoRoT-9,1,2,1,Transit,95.272656,0.4021,11.948794,1.066,0.133,420.0,5625.0,0.96,0.96,Cold Jupiters
CoRoTID 223977153 b,CoRoTID 223977153,1,1,1,Transit,6.71837,0.071,6.38913,0.57,,938.0,5970.0,0.79,1.08,Not-Habitable Terrestrial
EPIC 201595106 b,EPIC 201595106,1,1,2,Transit,0.87724,0.0177,1.565,0.13962019,0.0,2038.0,5679.0,0.98,0.958,Not-Habitable Terrestrial
EPIC 211822797 b,EPIC 211822797,1,1,1,Transit,21.1701963,0.1195,1.92,0.17129122,,431.0,4057.0,0.58,0.62,Not-Habitable Terrestrial
EPIC 211945201 b,EPIC 211945201,0,1,1,Transit,19.49213,0.148,6.12,0.54598983,0.0,886.35,6025.0,1.38,1.18,Not-Habitable Terrestrial
EPIC 211945201 b,EPIC 211945201,1,1,1,Transit,19.49221,0.1493,5.76,0.51387278,,817.0,6069.0,1.39,1.17,Not-Habitable Terrestrial
EPIC 212737443 b,EPIC 212737443,1,1,2,Transit,13.603,0.098,2.586,0.23070747,0.2,536.0,4684.0,0.673,0.69,Not-Habitable Terrestrial
EPIC 212737443 c,EPIC 212737443,1,1,2,Transit,65.55,0.28,2.69,0.23998573,0.2,316.0,4684.0,0.673,0.69,Not-Habitable Terrestrial
EPIC 220674823 b,EPIC 220674823,0,1,2,Transit,0.571331,0.0134,1.82,0.16236952,,2119.0,5617.0,0.98,0.97,Not-Habitable Terrestrial
EPIC 220674823 b,EPIC 220674823,0,1,2,Transit,0.571336,0.01312,1.82,0.16236952,,2063.0,5496.0,0.95,0.92,Not-Habitable Terrestrial
EPIC 220674823 b,EPIC 220674823,0,1,2,Transit,0.571292,0.0116,1.52,0.13560532,0.0,2333.0,5470.0,0.869,0.945,Not-Habitable Terrestrial
EPIC 220674823 b,EPIC 220674823,0,1,2,Transit,0.571292,0.01326,1.725,0.15389446,0.0,2300.0,5532.0,0.988,0.95,Not-Habitable Terrestrial
EPIC 220674823 b,EPIC 220674823,1,1,2,Transit,0.5713127,0.01314,1.676,0.14952296,0.0,2299.0,5578.0,0.99,0.913,Not-Habitable Terrestrial
EPIC 220674823 c,EPIC 220674823,0,1,2,Transit,13.3397,0.1083,2.836,0.25301141,0.13,805.0,5532.0,0.988,0.95,Not-Habitable Terrestrial
EPIC 220674823 c,EPIC 220674823,0,1,2,Transit,13.3387,0.1071,2.77,0.24712285,,722.0,5496.0,0.95,0.92,Not-Habitable Terrestrial
EPIC 220674823 c,EPIC 220674823,0,1,2,Transit,13.3397,0.105,2.5,0.22303506,0.18,774.0,5470.0,0.869,0.945,Not-Habitable Terrestrial
EPIC 220674823 c,EPIC 220674823,0,1,2,Transit,13.339079,0.1091,2.73,0.24355429,,741.0,5617.0,0.98,0.97,Not-Habitable Terrestrial
EPIC 220674823 c,EPIC 220674823,1,1,2,Transit,13.33989,0.1073,2.84,0.25336827,0.17,804.0,5578.0,0.99,0.913,Not-Habitable Terrestrial
EPIC 229004835 b,EPIC 229004835,1,1,1,Transit,16.141132,0.1237,2.332,0.20804746,0.23,804.0,5868.0,0.999,0.97,Not-Habitable Terrestrial
EPIC 246851721 b,EPIC 246851721,1,2,1,Transit,6.180235,0.07229,11.780659,1.051,,1401.0,6202.0,1.586,1.317,Hot Jupiters
EPIC 249893012 b,EPIC 249893012,1,1,3,Transit,3.5951,0.047,1.95,0.17396735,0.06,1616.0,5430.0,1.71,1.05,Not-Habitable Terrestrial
EPIC 249893012 c,EPIC 249893012,1,1,3,Transit,15.624,0.13,3.67,0.32741547,0.07,990.0,5430.0,1.71,1.05,Not-Habitable Terrestrial
EPIC 249893012 d,EPIC 249893012,1,1,3,Transit,35.747,0.22,3.94,0.35150326,0.15,752.0,5430.0,1.71,1.05,Not-Habitable Terrestrial
G 9-40 b,G 9-40,0,1,1,Transit,5.746007,0.0385,2.025,0.1806584,0.0,456.0,3348.0,0.3073,0.29,Not-Habitable Terrestrial
G 9-40 b,G 9-40,1,1,1,Transit,5.7459982,0.0418,1.9,0.16950694,0.0,440.6,3395.0,0.3026,0.2952,Not-Habitable Terrestrial
GJ 1132 b,GJ 1132,1,1,2,Transit,1.62892911,0.0157,1.19151465,0.1063,0.0118,583.8,3229.0,0.2211,0.1945,Not-Habitable Terrestrial
GJ 1132 b,GJ 1132,0,1,2,Transit,1.628931,0.0153,1.13,0.10081185,0.22,529.0,3270.0,0.2105,0.181,Not-Habitable Terrestrial
GJ 1132 b,GJ 1132,0,1,2,Transit,1.6289287,0.01533,1.43,0.12757605,,644.0,,0.255,0.181,Not-Habitable Terrestrial
GJ 1214 b,GJ 1214,1,1,1,Transit,1.580404531,0.01505,2.733,0.24382235,0.0062,567.0,3101.0,0.2162,0.182,Not-Habitable Terrestrial
GJ 1214 b,GJ 1214,0,1,1,Transit,1.58040433,0.0149,2.742,0.24462528,0.063,596.0,3250.0,0.215,0.178,Not-Habitable Terrestrial
GJ 1252 b,GJ 1252,0,1,1,Transit,0.5182349,0.00916,1.193,0.10643233,0.0,1089.0,3458.0,0.391,0.381,Not-Habitable Terrestrial
GJ 143 b,GJ 143,1,1,2,Transit,35.61253,0.1915,2.61,0.2328486,0.188,422.0,4640.0,0.695,0.73,Not-Habitable Terrestrial
GJ 238 b,GJ 238,1,1,1,Transit,1.7446999,0.02123,0.566,0.05049522,,758.0,3485.0,0.4314,0.4193,Not-Habitable Terrestrial
GJ 3090 b,GJ 3090,1,1,1,Transit,2.8531054,0.03165,2.13,0.1900262,0.32,693.0,3556.0,0.516,0.519,Not-Habitable Terrestrial
GJ 3470 b,GJ 3470,1,1,1,Radial Velocity,3.3366496,0.0355,4.57,0.40770809,,593.5,3600.0,0.547,0.539,Not-Habitable Terrestrial
GJ 3470 b,GJ 3470,0,1,1,Radial Velocity,3.3366487,0.031,3.88,0.346,0.017,604.0,3652.0,0.48,0.51,Not-Habitable Terrestrial
GJ 3470 b,GJ 3470,0,1,1,Radial Velocity,3.33714,0.0348,4.2,0.37,0.051,615.0,3600.0,0.503,0.541,Not-Habitable Terrestrial
GJ 3473 b,GJ 3473,1,2,2,Transit,1.1980035,0.01589,1.264,0.11276653,0.0,773.0,3347.0,0.364,0.36,Not-Habitable Terrestrial
GJ 357 b,GJ 357,0,1,3,Transit,3.93072,0.035,1.217,0.10857347,,525.0,3505.0,0.337,0.342,Not-Habitable Terrestrial
GJ 357 b,GJ 357,1,1,3,Transit,3.9306,0.036,1.2,0.10705701,,518.0,3505.0,0.337,0.342,Not-Habitable Terrestrial
GJ 367 b,GJ 367,1,1,3,Transit,0.3219225,0.00709,0.699,0.06236071,0.06,1365.0,3522.0,0.458,0.455,Not-Habitable Terrestrial
GJ 367 b,GJ 367,0,1,3,Transit,0.321962,0.0071,0.718,0.06405578,0.0,1745.0,3522.0,0.457,0.454,Not-Habitable Terrestrial
GJ 3929 b,GJ 3929,0,1,2,Transit,2.6162745,0.02569,1.15,0.1025963,,568.8,3369.0,0.315,0.309,Not-Habitable Terrestrial
GJ 3929 b,GJ 3929,1,1,2,Transit,2.616235,0.0252,1.09,0.09724345,0.0,568.0,3384.0,0.32,0.313,Not-Habitable Terrestrial
GJ 414 A b,GJ 414 A,1,2,2,Radial Velocity,50.8,0.2324,2.63,0.23463288,0.45,308.6,4120.0,0.68,0.65,Not-Habitable Terrestrial
GJ 414 A c,GJ 414 A,1,2,2,Radial Velocity,749.83,1.4,8.4,0.74939781,0.105,124.7,4120.0,0.68,0.65,Cold Jupiters
GJ 436 b,GJ 436,0,1,1,Radial Velocity,2.64389788,0.03109,4.1910451,0.3739,0.15,686.0,3350.0,,,Not-Habitable Terrestrial
GJ 436 b,GJ 436,0,1,1,Radial Velocity,2.6,0.029,4.26,0.38,0.2,650.0,,,,Not-Habitable Terrestrial
GJ 436 b,GJ 436,0,1,1,Radial Velocity,2.64389524,0.02887,4.091285,0.365,,669.0,3500.0,0.454,0.459,Not-Habitable Terrestrial
GJ 436 b,GJ 436,0,1,1,Radial Velocity,2.64385,0.02872,4.2224,0.3767,,649.0,3350.0,0.464,0.452,Not-Habitable Terrestrial
GJ 486 b,GJ 486,1,1,1,Radial Velocity,1.46712127,0.01714,1.289,0.11499708,0.00086,696.3,3317.0,0.3243,0.312,Not-Habitable Terrestrial
GJ 486 b,GJ 486,0,1,1,Radial Velocity,1.4671205,0.01713,1.343,0.11981464,0.0,706.0,3291.0,0.339,0.333,Not-Habitable Terrestrial
GJ 486 b,GJ 486,0,1,1,Radial Velocity,1.467119,0.01734,1.305,0.1164243,0.05,701.0,3340.0,0.328,0.323,Not-Habitable Terrestrial
GJ 806 b,GJ 806,1,1,2,Transit,0.9263237,0.01406,1.331,0.11874407,,940.0,3600.0,0.4144,0.413,Not-Habitable Terrestrial
GJ 9827 b,GJ 9827,0,1,3,Transit,1.208957,0.02,1.75,0.15612454,,1043.5,4255.0,0.651,0.659,Not-Habitable Terrestrial
GJ 9827 b,GJ 9827,0,1,3,Transit,1.2089802,0.01888,1.62,0.14452672,,1172.0,4269.0,0.613,0.614,Not-Habitable Terrestrial
GJ 9827 b,GJ 9827,0,1,3,Transit,1.208966,0.0206,1.58,0.1409584,,1114.0,4219.0,0.622,0.637,Not-Habitable Terrestrial
GJ 9827 b,GJ 9827,0,1,3,Transit,1.2089819,0.0188,1.577,0.14069076,0.063,1175.0,4305.0,0.602,0.606,Not-Habitable Terrestrial
GJ 9827 b,GJ 9827,1,1,3,Transit,1.208974,0.0189,1.44,0.12846842,,1035.01,4236.0,0.58,0.62,Not-Habitable Terrestrial
GJ 9827 c,GJ 9827,0,1,3,Transit,3.64823,0.0429,1.24,0.11062558,,771.0,4219.0,0.622,0.637,Not-Habitable Terrestrial
GJ 9827 c,GJ 9827,1,1,3,Transit,3.648103,0.0395,1.13,0.10081202,,715.94,4236.0,0.58,0.62,Not-Habitable Terrestrial
GJ 9827 c,GJ 9827,0,1,3,Transit,3.648096,0.03925,1.241,0.11071479,0.094,813.0,4305.0,0.602,0.606,Not-Habitable Terrestrial
GJ 9827 c,GJ 9827,0,1,3,Transit,3.64802,0.042,1.36,0.12133107,,721.9,4255.0,0.651,0.659,Not-Habitable Terrestrial
GJ 9827 c,GJ 9827,0,1,3,Transit,3.648083,0.03942,1.269,0.1132126,,811.0,4269.0,0.613,0.614,Not-Habitable Terrestrial
GJ 9827 d,GJ 9827,0,1,3,Transit,6.201812,0.0563,1.89,0.1686148,,599.68,4236.0,0.58,0.62,Not-Habitable Terrestrial
GJ 9827 d,GJ 9827,0,1,3,Transit,6.201467,0.05615,2.07,0.18467303,,680.0,4269.0,0.613,0.614,Not-Habitable Terrestrial
GJ 9827 d,GJ 9827,0,1,3,Transit,6.20147,0.0559,2.022,0.18039107,0.13,681.0,4305.0,0.602,0.606,Not-Habitable Terrestrial
GJ 9827 d,GJ 9827,0,1,3,Transit,6.20142,0.0611,2.04,0.18199692,,646.0,4219.0,0.622,0.637,Not-Habitable Terrestrial
GJ 9827 d,GJ 9827,1,1,3,Transit,6.20183,0.053,1.98,0.17664407,,675.0,4236.0,0.58,0.62,Not-Habitable Terrestrial
GJ 9827 d,GJ 9827,0,1,3,Transit,6.20141,0.06,2.1,0.18734945,,604.9,4255.0,0.651,0.659,Not-Habitable Terrestrial
GPX-1 b,GPX-1,1,1,1,Transit,1.744579,0.0338,16.47720163,1.47,0.0,2300.0,7000.0,1.56,1.68,Hot Jupiters
Gliese 12 b,Gliese 12,0,1,1,Transit,12.76142,0.067,0.9,0.08029276,,315.0,3253.0,0.269,0.241,Semi-Habitable Terrestrial
Gliese 12 b,Gliese 12,1,1,1,Transit,12.761408,0.0668,0.958,0.08546718,0.5,314.6,3296.0,0.2617,0.2414,Semi-Habitable Terrestrial
HAT-P-1 b,HAT-P-1,0,2,1,Transit,4.4652968,0.05561,14.784671,1.319,0.0,1322.0,5980.0,,,Hot Jupiters
HAT-P-1 b,HAT-P-1,0,2,1,Transit,4.46543,0.0553,13.921578,1.242,,1306.0,5975.0,1.135,1.133,Hot Jupiters
HAT-P-1 b,HAT-P-1,1,2,1,Transit,4.46529976,0.05561,14.784671,1.319,,1322.0,5980.0,1.174,1.151,Hot Jupiters
HAT-P-1 b,HAT-P-1,0,2,1,Transit,4.4652934,0.05535,13.641353,1.217,,1291.0,5975.0,1.112,1.134,Hot Jupiters
HAT-P-11 b,HAT-P-11,0,1,2,Transit,4.88781501,0.05259,4.449973,0.397,,838.0,4780.0,0.695,0.812,Not-Habitable Terrestrial
HAT-P-11 b,HAT-P-11,0,1,2,Transit,4.887802443,0.0532,4.901,0.4466,0.2577,847.0,4780.0,0.76,0.86,Not-Habitable Terrestrial
HAT-P-11 b,HAT-P-11,0,1,2,Transit,4.887802706,0.053,4.84,0.43179662,0.0,801.0,4777.0,0.765,0.829,Not-Habitable Terrestrial
HAT-P-11 b,HAT-P-11,0,1,2,Transit,4.887802706,0.053,4.84,0.43179662,0.0,801.0,4777.0,0.765,0.829,Not-Habitable Terrestrial
HAT-P-11 b,HAT-P-11,0,1,2,Transit,4.88780026,0.052,4.68,0.41752235,0.0,794.0,4766.0,0.742,0.786,Not-Habitable Terrestrial
HAT-P-11 b,HAT-P-11,0,1,2,Transit,4.8878162,0.053,4.73,0.422,0.198,878.0,4780.0,0.75,0.81,Not-Habitable Terrestrial
HAT-P-11 b,HAT-P-11,0,1,2,Transit,4.887803076,0.053,4.82,0.43001234,0.0,800.0,4778.0,0.763,0.83,Not-Habitable Terrestrial
HAT-P-11 b,HAT-P-11,0,1,2,Transit,4.887802706,0.053,4.84,0.43179662,0.0,801.0,4777.0,0.765,0.829,Not-Habitable Terrestrial
HAT-P-12 b,HAT-P-12,1,1,1,Transit,3.2130598,0.0384,10.749,0.959,0.0,963.0,4650.0,0.701,0.733,Hot Jupiters
HAT-P-12 b,HAT-P-12,0,1,1,Transit,3.21305992,0.03767,10.301071,0.919,,955.0,4665.0,0.679,0.691,Hot Jupiters
HAT-P-13 b,HAT-P-13,0,1,2,Transit,2.9162382,0.0431,16.667783,1.487,0.0133,1740.0,5653.0,,,Hot Jupiters
HAT-P-13 b,HAT-P-13,0,1,2,Transit,2.91626,0.0427,14.359,1.271,0.021,1653.0,5653.0,1.56,1.22,Hot Jupiters
HAT-P-14 b,HAT-P-14,0,2,1,Transit,4.627649,0.0596,13.4508,1.2,0.066,1612.0,6583.0,1.53,1.32,Hot Jupiters
HAT-P-14 b,HAT-P-14,0,2,1,Transit,4.627669,0.0606,12.89,1.15,0.107,1570.0,6600.0,1.468,1.386,Hot Jupiters
HAT-P-14 b,HAT-P-14,0,2,1,Transit,4.6276691,0.06108,13.663771,1.219,,1624.0,6600.0,1.591,1.418,Hot Jupiters
HAT-P-15 b,HAT-P-15,0,1,1,Transit,10.863502,0.0964,12.016,1.072,0.19,904.0,5568.0,1.08,1.013,Hot Jupiters
HAT-P-16 b,HAT-P-16,0,3,1,Transit,2.775970244,0.0413,13.33871,1.19,0.034,1571.0,6158.0,,,Hot Jupiters
HAT-P-16 b,HAT-P-16,1,3,1,Transit,2.77596,0.0413,14.448,1.289,0.036,1626.0,6158.0,1.237,1.218,Hot Jupiters
HAT-P-17 b,HAT-P-17,0,1,2,Transit,10.338523,0.0882,11.321,1.01,0.342,792.0,5246.0,0.838,0.857,Hot Jupiters
HAT-P-18 b,HAT-P-18,0,1,1,Transit,5.507978,0.0559,10.614923,0.947,0.009,841.0,4870.0,0.717,0.77,Hot Jupiters
HAT-P-18 b,HAT-P-18,1,1,1,Transit,5.508023,0.0559,11.153,0.995,0.084,852.0,4803.0,0.749,0.77,Hot Jupiters
HAT-P-19 b,HAT-P-19,0,1,1,Transit,4.008778,0.0466,12.689,1.132,0.067,1010.0,4990.0,0.82,0.842,Hot Jupiters
HAT-P-19 b,HAT-P-19,1,1,1,Transit,4.00878322,0.04599,11.29865255,1.008,,981.2,4962.0,0.773,0.807,Hot Jupiters
HAT-P-2 b,HAT-P-2,0,1,2,Transit,5.6334729,0.0674,13.33871,1.19,,1516.0,6290.0,1.68,1.279,Hot Jupiters
HAT-P-2 b,HAT-P-2,0,1,2,Transit,5.63332,0.0679,11.242627,1.003,,1398.0,6290.0,1.506,1.308,Hot Jupiters
HAT-P-2 b,HAT-P-2,0,1,2,Transit,5.6334729,0.06878,12.969,1.157,0.5171,1540.0,6290.0,1.64,1.36,Hot Jupiters
HAT-P-2 b,HAT-P-2,0,1,2,Transit,5.6,0.068,12.3,1.1,0.5,1700.0,6300.0,,,Hot Jupiters
HAT-P-20 b,HAT-P-20,1,1,1,Transit,2.875317,0.0361,9.718,0.867,0.015,970.0,4595.0,0.694,0.756,Hot Jupiters
HAT-P-20 b,HAT-P-20,0,1,1,Transit,2.875316938,0.03593,11.489225,1.025,0.0172,964.0,4595.0,0.6796,0.742,Hot Jupiters
HAT-P-20 b,HAT-P-20,0,1,1,Transit,2.9,0.036,9.75,0.87,0.0,950.0,4600.0,,,Hot Jupiters
HAT-P-21 b,HAT-P-21,0,1,1,Transit,4.124481,0.0494,11.478,1.024,0.228,1283.0,5588.0,1.105,0.947,Hot Jupiters
HAT-P-22 b,HAT-P-22,0,2,1,Transit,3.21223328,0.04171,11.88154,1.06,,1293.0,5314.0,1.062,0.936,Hot Jupiters
HAT-P-22 b,HAT-P-22,0,2,1,Transit,3.2122312,0.0414,12.10572,1.08,0.016,1463.0,5302.0,,,Hot Jupiters
HAT-P-22 b,HAT-P-22,0,2,1,Transit,3.21222,0.0414,12.106,1.08,0.016,1283.0,5302.0,1.04,0.916,Hot Jupiters
HAT-P-23 b,HAT-P-23,1,1,1,Transit,1.212884,0.0232,15.334,1.368,0.106,2056.0,5905.0,1.203,1.13,Hot Jupiters
HAT-P-23 b,HAT-P-23,0,1,1,Transit,1.21288287,0.02302,13.72,1.224,0.0,1951.0,5885.0,1.089,1.104,Hot Jupiters
HAT-P-24 b,HAT-P-24,0,2,1,Transit,3.35524,0.0465,13.922,1.242,0.067,1637.0,6373.0,1.317,1.191,Hot Jupiters
HAT-P-25 b,HAT-P-25,0,1,1,Transit,3.652836,0.0466,13.339,1.19,0.032,1202.0,5500.0,0.959,1.01,Hot Jupiters
HAT-P-25 b,HAT-P-25,1,1,1,Transit,3.65281514,0.0466,12.722215,1.135,0.023,1182.0,5519.0,0.919,1.012,Hot Jupiters
HAT-P-26 b,HAT-P-26,0,1,1,Transit,4.234516,0.0479,6.333,0.565,0.124,1001.0,5079.0,0.788,0.816,Not-Habitable Terrestrial
HAT-P-28 b,HAT-P-28,1,1,1,Transit,3.257215,0.0434,13.585,1.212,0.051,1384.0,5680.0,1.103,1.025,Hot Jupiters
HAT-P-29 b,HAT-P-29,0,2,1,Transit,5.72339,0.0665,11.926376,1.064,0.075,1271.0,6115.0,1.237,1.199,Hot Jupiters
HAT-P-29 b,HAT-P-29,0,2,1,Transit,5.723186,0.0667,12.408,1.107,0.095,1260.0,6087.0,1.224,1.207,Hot Jupiters
